Time,Size,Sex,Total
19437.00025186103,199,M,5606
19437.510738175264,200,M,5616
19438.049059021338,201,M,5627
19445.202523015967,202,M,5619
19445.712113947997,203,M,5631
19446.915318459625,204,M,5666
19447.21223791929,205,M,5673
19450.693811131106,206,M,5666
19452.015067629836,207,M,5636
19456.06430812345,208,M,5648
19458.855463655178,209,M,5678
19459.63581459767,210,M,5682
19461.82718775281,211,M,5713
19462.347308356402,212,M,5722
19462.623315645935,213,M,5734
19464.33710919824,214,M,5724
19465.07950563126,215,M,5726
19465.21282469927,216,M,5737
19465.987240103794,217,M,5758
19466.060675774013,218,M,5757
19471.279281437302,219,M,5765
19473.99085376898,220,M,5784
19476.98703648758,221,M,5798
19478.48368238341,222,M,5787
19478.682886535888,223,M,5781
19489.183316119997,224,M,5865
19494.645760094303,225,M,5919
19495.36906733374,226,M,5905
19497.810108196347,227,M,5970
19500.06805780391,228,M,5931
19508.976384219146,229,M,5920
19515.02745452703,230,M,5970
19517.308400028975,231,M,5921
19518.656121532666,232,M,5949
19520.349083653877,233,M,5972
19521.76425166335,234,M,5985
19524.742093128112,235,M,5983
19529.83436697644,236,M,5997
19532.74661501708,237,M,6009
19535.69835690738,238,M,6031
19536.071300029584,239,M,6014
19537.082503061352,240,M,6001
19538.201434558057,241,M,6027
19539.989293034992,242,M,6055
19544.4184311069,243,M,6084
19545.068056091317,244,M,6071
19547.037251954363,245,M,6025
19550.23362038357,246,M,6042
19550.32333683398,247,M,6040
19551.03742338903,248,M,6037
19551.716119241,249,M,6049
19552.96750245553,250,M,6053
19553.041566400396,251,M,6049
19555.051394152895,252,M,6036
19555.81829309138,253,M,6052
19555.988604973056,254,M,6054
19559.793873493945,255,M,6079
19560.04546472184,256,M,6078
19561.21767554936,257,M,6104
19561.370536122384,258,M,6110
19561.690377448358,259,M,6111
19567.548226351522,260,M,6159
19569.422444175765,261,M,6175
19571.931160852746,262,M,6196
19575.123335006872,263,M,6180
19579.351533376714,264,M,6227
19579.403550260795,265,M,6220
19579.78279211656,266,M,6228
19580.08698035732,267,M,6222
19584.39817224775,268,M,6225
19584.62374522015,269,M,6213
19584.865132983166,270,M,6216
19584.96624209162,271,M,6229
19585.046389305862,272,M,6232
19585.26446843354,273,M,6232
19587.694452590255,274,M,6229
19589.36857912311,275,M,6246
19592.889882879743,276,M,6215
19595.455614077764,277,M,6242
19597.27624900339,278,M,6210
19597.455283260726,279,M,6221
19597.673099730215,280,M,6228
19599.059602250494,281,M,6230
19599.984086028417,282,M,6220
19604.263681621178,283,M,6226
19605.24050064454,284,M,6256
19606.990650677242,285,M,6275
19607.090402133836,286,M,6275
19609.8111800462,287,M,6285
19609.93953237184,288,M,6297
19610.01042426851,289,M,6295
19612.760042614183,290,M,6265
19614.79849417235,291,M,6300
19615.183116996184,292,M,6292
19616.73883393292,293,M,6280
19616.793599145167,294,M,6278
19618.50443661544,295,M,6288
19623.303581505024,296,M,6312
19623.60775661855,297,M,6316
19626.098832126565,298,M,6337
19627.380847382326,299,M,6347
19630.27623305864,300,M,6383
19630.94498108703,301,M,6365
19631.58742813629,302,M,6370
19631.687586715674,303,M,6378
19632.00873366894,304,M,6379
19633.528612246413,305,M,6385
19634.585386954583,306,M,6372
19634.844989217498,307,M,6372
19634.975352834204,308,M,6380
19636.59354620731,309,M,6381
19639.50510170494,310,M,6402
19640.133502731285,311,M,6380
19641.439871031525,312,M,6385
19641.634172317008,313,M,6398
19645.09048123794,314,M,6405
19646.070359252426,315,M,6409
19646.974878614557,316,M,6423
19648.427976772553,317,M,6385
19648.885098181545,318,M,6387
19650.371080133507,319,M,6385
19650.924053627485,320,M,6401
19653.343941719777,321,M,6382
19654.530686191792,322,M,6361
19656.233398265857,323,M,6369
19658.94991173708,324,M,6377
19660.828340875356,325,M,6385
19661.175019981445,326,M,6373
19661.254820612754,327,M,6379
19663.20932235461,328,M,6369
19666.285941939685,329,M,6383
19670.03964725429,330,M,6358
19670.21903536919,331,M,6366
19671.169990334158,332,M,6378
19671.686515634698,333,M,6357
19673.41155468619,334,M,6325
19673.740038475476,335,M,6319
19674.082975394664,336,M,6328
19679.682895349506,337,M,6309
19679.91592218487,338,M,6324
19683.0358796903,339,M,6293
19683.332484124905,340,M,6303
19684.550064058432,341,M,6273
19685.796166569853,342,M,6293
19686.183366727826,343,M,6295
19687.975471648067,344,M,6306
19689.532674789312,345,M,6299
19693.19818766753,346,M,6326
19693.3201238999,347,M,6328
19693.497670437722,348,M,6332
19693.687537946284,349,M,6332
19693.87776561523,350,M,6342
19694.237389772745,351,M,6331
19694.44116355541,352,M,6316
19694.872448321104,353,M,6325
19695.741899934925,354,M,6324
19696.850449153455,355,M,6330
19697.190235514798,356,M,6333
19697.908431912078,357,M,6313
19698.60331164077,358,M,6301
19698.726351006997,359,M,6305
19700.947364673168,360,M,6312
19705.03550055941,361,M,6255
19705.185883217768,362,M,6251
19705.289336126803,363,M,6250
19706.57246584053,364,M,6212
19711.632795096604,365,M,6204
19713.98447622444,366,M,6184
19714.006300169243,367,M,6185
19715.11420468733,368,M,6184
19715.62681233526,369,M,6174
19716.128241235077,370,M,6169
19716.394956132368,371,M,6153
19716.667039639964,372,M,6174
19717.3597268848,373,M,6164
19717.40033457374,374,M,6163
19718.42443255868,375,M,6149
19718.623278741674,376,M,6140
19719.14576363594,377,M,6151
19719.628697428037,378,M,6176
19719.92616332387,379,M,6174
19721.71136776239,380,M,6172
19721.781626881053,381,M,6172
19722.015711358436,382,M,6170
19723.367113651817,383,M,6123
19723.371314195658,384,M,6124
19725.579005918036,385,M,6131
19730.117546194208,386,M,6158
19730.22453466776,387,M,6160
19731.094854637242,388,M,6141
19732.582170973095,389,M,6157
19732.888142331347,390,M,6161
19733.241659293733,391,M,6163
19734.97374472955,392,M,6197
19735.11177972755,393,M,6198
19735.25063750367,394,M,6205
19736.177245168205,395,M,6180
19736.322366345103,396,M,6184
19738.5736126668,397,M,6228
19738.609450705964,398,M,6227
19739.20988345562,399,M,6206
19739.249386290296,400,M,6203
19740.606331059636,401,M,6228
19741.140306407542,402,M,6230
19742.094708437762,403,M,6230
19742.499497048175,404,M,6241
19742.793779034855,405,M,6237
19743.335720428127,406,M,6239
19743.783949511115,407,M,6238
19744.21977235504,408,M,6217
19744.81309852913,409,M,6213
19745.3232613484,410,M,6193
19745.841640005587,411,M,6197
19746.11863427613,412,M,6203
19746.53315410293,413,M,6199
19746.692940038014,414,M,6203
19746.95252016314,415,M,6203
19747.899097931062,416,M,6214
19748.33837550761,417,M,6215
19748.80047508887,418,M,6211
19749.283123466645,419,M,6211
19750.0243235734,420,M,6198
19750.535342523155,421,M,6197
19751.346901267956,422,M,6186
19751.582569772934,423,M,6177
19752.102300378054,424,M,6179
19755.546007402158,425,M,6156
19755.79396743394,426,M,6157
19755.803609928167,427,M,6156
19756.079087481652,428,M,6144
19756.618633883467,429,M,6141
19756.954559258524,430,M,6130
19757.30973747258,431,M,6135
19757.503946524816,432,M,6139
19759.570551823177,433,M,6161
19762.535627304682,434,M,6136
19763.306437981544,435,M,6132
19763.71453734173,436,M,6120
19763.762681973552,437,M,6125
19764.443856871527,438,M,6109
19764.605520532714,439,M,6103
19764.903480699762,440,M,6109
19765.457255326663,441,M,6127
19765.469645516438,442,M,6129
19766.587668455755,443,M,6108
19767.102090408454,444,M,6105
19767.49078991821,445,M,6106
19768.98985040164,446,M,6090
19769.25687335642,447,M,6106
19769.63431363258,448,M,6087
19770.342961761973,449,M,6106
19770.558529479,450,M,6101
19771.171879613266,451,M,6099
19771.522244156804,452,M,6108
19771.628780568233,453,M,6112
19772.906071910067,454,M,6093
19773.15348183923,455,M,6103
19773.642471759926,456,M,6088
19774.0423629957,457,M,6085
19774.90644141212,458,M,6079
19776.982642121788,459,M,6064
19776.99010614296,460,M,6065
19777.242570498343,461,M,6046
19778.001727161016,462,M,6048
19778.16404636039,463,M,6048
19778.21907855345,464,M,6051
19779.00076350053,465,M,6064
19779.239440797835,466,M,6052
19779.414529880927,467,M,6041
19779.609477376096,468,M,6058
19779.783614471176,469,M,6060
19780.374585733356,470,M,6046
19780.438292360224,471,M,6042
19780.966054161734,472,M,6042
19781.420594919884,473,M,6063
19784.889538142634,474,M,6078
19786.381044100006,475,M,6073
19788.3527844272,476,M,6089
19789.605954708484,477,M,6065
19790.196182552085,478,M,6055
19790.44632603635,479,M,6059
19791.815210746016,480,M,6063
19792.747536762527,481,M,6055
19792.888816180686,482,M,6058
19793.657151670388,483,M,6057
19794.516450561066,484,M,6042
19794.81562263216,485,M,6036
19794.877248120265,486,M,6043
19795.164662444244,487,M,6049
19795.251233885603,488,M,6032
19795.658520332483,489,M,6024
19795.89175386508,490,M,6003
19796.250442918055,491,M,6019
19797.891108890894,492,M,6012
19798.327121529754,493,M,6004
19798.49506873741,494,M,5992
19798.648042457873,495,M,5992
19799.434522790405,496,M,5977
19800.24575672436,497,M,5955
19800.4698991368,498,M,5938
19800.797269903567,499,M,5935
19801.60214274069,500,M,5923
19801.99005656074,501,M,5913
19802.388374440834,502,M,5913
19802.816385010014,503,M,5918
19802.879019884687,504,M,5919
19802.885527822462,505,M,5919
19803.240837780362,506,M,5912
19803.365503269957,507,M,5918
19803.932276041996,508,M,5916
19804.714239202975,509,M,5922
19805.00057676163,510,M,5912
19805.175225454055,511,M,5910
19805.609478185524,512,M,5916
19805.749829400764,513,M,5919
19805.76908702241,514,M,5922
19807.225233511086,515,M,5909
19807.878811963266,516,M,5892
19808.467052860284,517,M,5887
19808.508802958342,518,M,5888
19810.54235646683,519,M,5855
19810.85609070977,520,M,5847
19810.901542143347,521,M,5850
19811.81435514202,522,M,5864
19812.72966503143,523,M,5862
19813.014650697307,524,M,5870
19813.23697907064,525,M,5871
19813.251035870446,526,M,5870
19813.558558343764,527,M,5868
19813.700972205854,528,M,5866
19814.772089074257,529,M,5831
19814.881702746225,530,M,5836
19814.894871526063,531,M,5836
19815.294633878042,532,M,5823
19815.545687185764,533,M,5827
19815.7781876975,534,M,5845
19816.989672532112,535,M,5887
19817.376712546542,536,M,5894
19818.39309267039,537,M,5847
19818.433828446152,538,M,5854
19818.85036810023,539,M,5850
19819.069745731817,540,M,5838
19819.199632173186,541,M,5839
19819.41497271015,542,M,5839
19819.782928257548,543,M,5848
19819.831392933622,544,M,5848
19819.95750724467,545,M,5850
19820.347215935424,546,M,5843
19820.36489139111,547,M,5847
19820.458252374803,548,M,5848
19821.14781716625,549,M,5832
19821.51901622212,550,M,5838
19822.595840712125,551,M,5845
19822.792597054475,552,M,5840
19822.90326592319,553,M,5841
19823.102845158493,554,M,5839
19823.919257220496,555,M,5832
19823.959686591777,556,M,5836
19824.164116787266,557,M,5845
19824.393589593714,558,M,5847
19824.697353512227,559,M,5845
19826.04073542919,560,M,5810
19826.274333489702,561,M,5810
19827.870686913913,562,M,5836
19827.890225191168,563,M,5839
19828.01573031907,564,M,5834
19828.2624920578,565,M,5841
19828.305339508977,566,M,5842
19829.348063000016,567,M,5861
19829.48241412165,568,M,5860
19829.608329172584,569,M,5862
19829.797711523843,570,M,5862
19829.915720622277,571,M,5869
19830.323339752245,572,M,5889
19830.799105962054,573,M,5889
19830.92986886215,574,M,5884
19831.030514014627,575,M,5880
19831.65403273494,576,M,5874
19832.280122095417,577,M,5872
19832.636711258983,578,M,5877
19833.91087768257,579,M,5888
19833.93668793574,580,M,5890
19834.24888041246,581,M,5875
19834.816544077385,582,M,5858
19835.25078664491,583,M,5872
19835.521462314664,584,M,5869
19836.261393560708,585,M,5876
19836.46029847402,586,M,5875
19836.585029876896,587,M,5876
19836.905191070862,588,M,5875
19837.224920290777,589,M,5867
19837.486568506203,590,M,5862
19837.528329469085,591,M,5865
19837.770243461313,592,M,5865
19837.925723580312,593,M,5861
19838.1232700177,594,M,5870
19838.27331738034,595,M,5867
19838.892624207296,596,M,5883
19838.975743864667,597,M,5880
19839.28080338462,598,M,5878
19839.453968761616,599,M,5878
19839.647424209255,600,M,5884
19839.70405544428,601,M,5883
19839.945714064237,602,M,5886
19840.00073902414,603,M,5883
19840.52265658543,604,M,5887
19840.628523405914,605,M,5894
19840.745561440275,606,M,5886
19841.816042783175,607,M,5872
19842.624095027095,608,M,5890
19843.36323603616,609,M,5875
19843.699330772284,610,M,5856
19843.80641009909,611,M,5860
19844.067954479553,612,M,5861
19844.106208288616,613,M,5864
19845.55982044091,614,M,5866
19845.768696227,615,M,5877
19846.229760841776,616,M,5874
19846.695621516646,617,M,5881
19846.71801065371,618,M,5882
19846.929266470834,619,M,5890
19846.929726870705,620,M,5891
19847.488203381956,621,M,5884
19847.53889798507,622,M,5891
19847.567772341634,623,M,5894
19847.763197057247,624,M,5906
19847.81640734829,625,M,5903
19847.86754653889,626,M,5901
19849.087370816185,627,M,5924
19849.12573779974,628,M,5927
19849.423361162382,629,M,5924
19850.105608105423,630,M,5910
19850.330541498995,631,M,5915
19850.33170535747,632,M,5917
19850.45609962279,633,M,5918
19850.54755755077,634,M,5918
19850.667415633285,635,M,5914
19850.91809280095,636,M,5919
19851.0804773645,637,M,5917
19851.764905490123,638,M,5940
19851.946672404483,639,M,5935
19852.56215158379,640,M,5935
19852.740671370608,641,M,5944
19852.74659670867,642,M,5945
19852.834899998306,643,M,5950
19853.779564988567,644,M,5950
19853.97475166806,645,M,5959
19854.628791501,646,M,5951
19854.637167317236,647,M,5954
19854.91780530517,648,M,5961
19855.016711987657,649,M,5966
19855.26003008786,650,M,5973
19855.294795325815,651,M,5971
19855.29483784174,652,M,5972
19855.345465836926,653,M,5974
19855.784879009945,654,M,5990
19856.40993451492,655,M,6002
19856.89172838161,656,M,6001
19857.201861337177,657,M,6006
19857.415050420474,658,M,6017
19858.08619288982,659,M,6023
19858.296366069633,660,M,6022
19858.543928006147,661,M,6015
19858.632096904043,662,M,6023
19858.799974371064,663,M,6022
19859.100618171662,664,M,6011
19859.54683954232,665,M,6012
19859.91295154322,666,M,6011
19860.115725083546,667,M,6000
19860.44860174625,668,M,6010
19860.793196667655,669,M,6010
19861.28910277352,670,M,5997
19861.306875344868,671,M,5999
19862.133673137214,672,M,6000
19862.19737572823,673,M,5997
19862.25767451212,674,M,5995
19862.291017589494,675,M,5996
19862.48625727811,676,M,6004
19862.701435212624,677,M,6000
19862.764751273455,678,M,6004
19862.794793133213,679,M,6005
19863.193172626896,680,M,6004
19863.61544280073,681,M,6006
19863.764949080894,682,M,6015
19863.776336138744,683,M,6015
19864.028221134973,684,M,6015
19864.04956085716,685,M,6015
19864.235171270135,686,M,6006
19864.431468373416,687,M,6009
19864.655856544065,688,M,6009
19864.727676950348,689,M,6002
19864.83303256384,690,M,6005
19865.152424978154,691,M,6019
19865.15421442678,692,M,6020
19865.19793795641,693,M,6029
19865.848810948108,694,M,5997
19865.84996679393,695,M,5997
19865.9412974552,696,M,5999
19865.996376962954,697,M,6001
19866.174660208762,698,M,5998
19866.464972206228,699,M,6003
19866.478259887066,700,M,6004
19866.778876670985,701,M,6004
19866.854387890955,702,M,6012
19866.86970842918,703,M,6010
19866.93366977023,704,M,6003
19867.146024247362,705,M,6012
19867.47681342418,706,M,6023
19867.55861279585,707,M,6022
19867.813295539698,708,M,6024
19867.848602642676,709,M,6022
19868.033523155154,710,M,6022
19868.43301517324,711,M,6011
19868.66372546077,712,M,6020
19868.75599399321,713,M,6025
19869.4096105136,714,M,6019
19869.59355548324,715,M,6015
19869.596046360475,716,M,6016
19869.698758561823,717,M,6018
19870.311205807822,718,M,6017
19870.396289789136,719,M,6022
19870.849509091957,720,M,6025
19870.860076258756,721,M,6029
19871.40907896054,722,M,6040
19871.52114533113,723,M,6039
19872.34214748518,724,M,6048
19872.77836506033,725,M,6041
19872.80213998091,726,M,6043
19872.833735798362,727,M,6045
19873.02589155884,728,M,6047
19873.039644226392,729,M,6050
19873.20212420932,730,M,6042
19873.413471200427,731,M,6047
19873.75108262907,732,M,6056
19873.81913808686,733,M,6051
19873.846511254058,734,M,6050
19874.091382634906,735,M,6038
19874.18967618414,736,M,6044
19874.225934803424,737,M,6046
19874.246723449825,738,M,6048
19874.36282155812,739,M,6051
19874.54814554789,740,M,6048
19874.76594417538,741,M,6049
19874.845440333986,742,M,6053
19875.081415506404,743,M,6057
19875.206168448647,744,M,6059
19875.54572849043,745,M,6077
19875.917566328433,746,M,6076
19876.158337655506,747,M,6061
19876.281156070156,748,M,6058
19876.76651358311,749,M,6053
19877.06253790817,750,M,6049
19877.395928565547,751,M,6044
19877.399340439657,752,M,6045
19877.596110273524,753,M,6053
19877.818006472633,754,M,6056
19877.98170812904,755,M,6052
19878.339498385227,756,M,6070
19878.710219917208,757,M,6075
19878.83847400033,758,M,6077
19879.062705288212,759,M,6068
19879.134270199895,760,M,6065
19880.4848328158,761,M,6050
19880.700165499256,762,M,6053
19880.70058085717,763,M,6054
19880.87903392541,764,M,6055
19881.157542714813,765,M,6057
19881.272661829,766,M,6057
19881.945634854965,767,M,6041
19882.027524533885,768,M,6031
19882.13307543863,769,M,6034
19882.42292386048,770,M,6036
19882.816199866622,771,M,6019
19882.82049310572,772,M,6021
19882.918157343054,773,M,6020
19883.120822223078,774,M,6023
19883.25107400904,775,M,6007
19883.36887867108,776,M,6013
19883.52122860461,777,M,6009
19883.717035923823,778,M,6024
19883.954479139946,779,M,6043
19884.00504260852,780,M,6051
19884.536917722467,781,M,6062
19884.686592988794,782,M,6071
19884.710898519184,783,M,6073
19884.84120230102,784,M,6082
19885.087253908612,785,M,6086
19885.60728477476,786,M,6089
19885.913269627552,787,M,6084
19886.15756771815,788,M,6088
19886.189024590432,789,M,6089
19886.264191747738,790,M,6095
19886.36255946791,791,M,6087
19886.54462049058,792,M,6081
19886.823491795716,793,M,6073
19887.018726808845,794,M,6070
19887.16199658254,795,M,6066
19887.31062929349,796,M,6070
19887.726120069947,797,M,6051
19887.80101495967,798,M,6053
19888.29751516302,799,M,6034
19888.513933313945,800,M,6036
19889.025300184956,801,M,6026
19889.10996028045,802,M,6021
19889.624859106956,803,M,6008
19889.830667424663,804,M,6018
19889.986712071313,805,M,6017
19890.24942111791,806,M,6021
19890.29325108081,807,M,6029
19890.87385085138,808,M,6012
19891.027413426174,809,M,6018
19891.123456103844,810,M,6015
19891.20165812918,811,M,6019
19891.305292730856,812,M,6023
19891.735179786487,813,M,6041
19891.747177414258,814,M,6043
19892.02469937157,815,M,6036
19892.04977281662,816,M,6037
19892.42885408286,817,M,6035
19892.43313469063,818,M,6037
19893.14574873547,819,M,6014
19893.25602559453,820,M,6021
19893.450600316202,821,M,6033
19893.545195367915,822,M,6037
19893.734167889535,823,M,6041
19894.212792666855,824,M,6023
19894.82618248088,825,M,6027
19895.022605936258,826,M,6028
19895.16029272178,827,M,6037
19895.332403269862,828,M,6033
19895.514851928507,829,M,6043
19895.55359208656,830,M,6041
19895.567129363048,831,M,6044
19895.7185928674,832,M,6047
19895.72972393507,833,M,6049
19895.7821608298,834,M,6043
19895.882316439645,835,M,6030
19895.903666297836,836,M,6030
19895.985904334262,837,M,6038
19896.018849448472,838,M,6035
19896.255515584136,839,M,6032
19896.315324115825,840,M,6033
19896.772903684454,841,M,6033
19896.90701631952,842,M,6033
19897.163234908818,843,M,6052
19897.289801041185,844,M,6052
19897.535748942868,845,M,6051
19897.599260737534,846,M,6051
19897.760328341814,847,M,6045
19898.048783224032,848,M,6038
19898.084626303058,849,M,6037
19898.129072656386,850,M,6037
19898.301147335456,851,M,6032
19898.363732335863,852,M,6027
19898.47574337528,853,M,6028
19898.52078769063,854,M,6030
19898.547262656048,855,M,6031
19899.318541701923,856,M,6046
19899.41368557958,857,M,6047
19899.76303483461,858,M,6049
19899.783741638497,859,M,6050
19899.9060902776,860,M,6057
19899.913462719782,861,M,6056
19900.329895007355,862,M,6053
19900.368592868777,863,M,6050
19900.807953079875,864,M,6041
19900.931929062077,865,M,6045
19901.027409463142,866,M,6043
19901.0434955886,867,M,6045
19901.263876520887,868,M,6038
19901.48922780858,869,M,6047
19901.528667938932,870,M,6049
19902.3593755869,871,M,6049
19902.91882984815,872,M,6060
19902.980396448016,873,M,6061
19902.994575514782,874,M,6062
19903.018365077052,875,M,6060
19903.25327079838,876,M,6070
19903.261645400205,877,M,6070
19903.38791841901,878,M,6071
19903.943642012673,879,M,6067
19904.13467991954,880,M,6062
19904.1466205634,881,M,6062
19904.151848900583,882,M,6066
19904.217529767335,883,M,6064
19904.921926496747,884,M,6076
19905.004971786766,885,M,6078
19905.255379424798,886,M,6068
19905.29103353097,887,M,6071
19905.453450413457,888,M,6064
19905.51647923519,889,M,6067
19905.593376328863,890,M,6057
19905.600943905367,891,M,6056
19905.636555277255,892,M,6053
19905.79689877285,893,M,6051
19905.943763997635,894,M,6050
19906.009128513866,895,M,6052
19906.091173044435,896,M,6045
19906.22016214056,897,M,6048
19906.398725295596,898,M,6055
19906.461810485405,899,M,6055
19906.486012553174,900,M,6058
19906.517635609714,901,M,6060
19906.973428057514,902,M,6061
19907.12754562239,903,M,6058
19907.20148012714,904,M,6060
19907.42705104925,905,M,6062
19907.79500918275,906,M,6044
19908.14454123604,907,M,6048
19908.150584207688,908,M,6050
19908.201859372133,909,M,6056
19908.22194229604,910,M,6054
19908.309782264863,911,M,6045
19908.356203932006,912,M,6044
19908.611791970336,913,M,6046
19908.736012378926,914,M,6039
19908.765570156018,915,M,6044
19908.813660736014,916,M,6041
19908.890040183574,917,M,6050
19909.011966151425,918,M,6045
19909.049467422585,919,M,6046
19909.15764977609,920,M,6040
19909.196681280577,921,M,6042
19909.238059279505,922,M,6045
19909.77528391497,923,M,6054
19909.94895174549,924,M,6056
19909.963003814024,925,M,6060
19909.970328876218,926,M,6060
19910.084542267574,927,M,6058
19910.12882888493,928,M,6060
19910.154479586035,929,M,6065
19910.28275231572,930,M,6066
19910.70894684498,931,M,6050
19910.736725587547,932,M,6051
19910.848242626656,933,M,6054
19910.848838070073,934,M,6055
19911.008527086542,935,M,6050
19911.060983123174,936,M,6049
19911.128091713632,937,M,6055
